categoria,sub_categoria,nombre_product,sku,url_general,url_product,price_original,precio_oferta,promo_producto,type_promo_by_product,bonus_product,type_bonus_by_product,time_update
Jugos y bebidas,Agua,Concentrado en Polvo Clight sabor Té de Durazno 7 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw4c963e93/images/product/7622210688897_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-clight-sabor-te-de-durazno-7-g/11239818.html,$5.60,vacio,vacio,vacio,Gratis con 45 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Jugo Boing sabor Mango 200 Ml,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw81dfca0c/images/product/0019836710021_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/jugo-boing-sabor-mango-200-ml/11272820.html,$9.00,vacio,vacio,vacio,Gratis con 60 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Concentrado en Polvo Zuko sabor Uva 13 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw11b131cd/images/product/7503032460086_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-zuko-sabor-uva-13-g/11585486.html,$11.20,vacio,20% en Dinero electrónico,vacio,Gratis con 75 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Concentrado en Polvo Zuko sabor Jamaica Arandano 13 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dwf19ac9ae/images/product/7503045425942_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-zuko-sabor-jamaica-arandano-13-g/11923862.html,$11.70,vacio,20% en Dinero electrónico,vacio,Gratis con 75 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Concentrado en Polvo sabor Té Blanco Fresa Kiwi Splenda 7 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw0df4b9f5/images/product/722776007440_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-sabor-te-blanco-fresa-kiwi-splenda-7-g/11929296.html,$8.50,vacio,vacio,vacio,Puntos 'dobles' al pagar con 'FALABELLA',vacio,2026-07-01
Jugos y bebidas,Agua,Refresco Vita Fresa 2 Lt Bot,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw0cfe843c/images/product/7501371000734_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/refresco-vita-fresa-2-lt-bot/647243.html,$21.00,vacio,4 x 3,vacio,Gratis con 300 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Garrafón Para Agua Ciel Vacío 20 L,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw280f428b/images/product/7501055337125_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/garrafon-para-agua-ciel-vacio-20-l/3066361.html,$75.50,vacio,vacio,vacio,Puntos 'dobles' al pagar con 'FALABELLA',vacio,2026-07-01
Jugos y bebidas,Agua,Concentrado en Polvo Zuko Doble Sabor Pepino-Limón 13 g,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dw358c6316/images/product/7503045425430-a-zuko-pl_8GJVhQF1 (1).jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/concentrado-en-polvo-zuko-doble-sabor-pepino-limon-13-g/11886954.html,$11.70,vacio,vacio,vacio,Gratis con 75 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Bebida con Jugo Florida 7 Mini sabor Durazno 200 ml,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dwaf0b3e91/images/product/7501055370597_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/bebida-con-jugo-florida-7-mini-sabor-durazno-200-ml/11500595.html,$4.80,$4.48,vacio,vacio,Gratis con 60 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Agua,Agua Saborizada Be Light sin Calorías sabor Pepino Limón 1.5 L,https://www.soriana.com/dw/image/v2/BGBD_PRD/on/demandware.static/-/Sites-soriana-grocery-master-catalog/default/dwc657361c/images/product/7501022013809_A.jpg?sw=473&sh=473&sm=fit,https://www.soriana.com/jugos-y-bebidas/,/agua-saborizada-be-light-sin-calorias-sabor-pepino-limon-1.5-l/11417344.html,$23.50,vacio,vacio,vacio,Gratis con 160 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
