categoria,sub_categoria,nombre_product,sku,url_general,url_product,price_original,precio_oferta,promo_producto,type_promo_by_product,bonus_product,type_bonus_by_product,time_update
Jugos y bebidas,Refrescos,Agua Mineral Peñafiel Tónica 6 Pack Botella 296 ml,7501073841635_A,https://www.soriana.com/jugos-y-bebidas/,/agua-mineral-penafiel-tonica-6-pack-botella-296-ml/11188890.html,105.00,0.0,,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
Jugos y bebidas,Refrescos,Refresco Sangria Casera 2 L Botella,7501505630028_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-sangria-casera-2-l-botella/598241.html,34.90,0.0,4 x 3,,Gratis con 300 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Joya Ponche 2.5 Lt,7501055314171_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-joya-ponche-2.5-lt/1124029.html,23.00,0.0,,,Gratis con 400 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Coca-Cola/Light 2 Lt Pack con 2 Piezas,7501055311712_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-coca-cola-light-2-lt-pack-con-2-piezas/1250982.html,85.90,0.0,,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
Jugos y bebidas,Refrescos,Refresco Fresca 600 Ml Botella,7501055303786_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-fresca-600-ml-botella/554549.html,21.00,0.0,,,Gratis con 160 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Coca-Cola Light 600 Ml Botella,7501055305339_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-coca-cola-light-600-ml-botella/567840.html,20.90,0.0,20% en Dinero electrónico,,Gratis con 160 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Manzanita Sol 0 Calorías 2 L,7501022015544_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-manzanita-sol-0-calorias-2-l/11803353.html,35.00,0.0,4 x 3,,Gratis con 300 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Pepsi Original 400 ml,7501031302741_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-pepsi-original-400-ml/3069713.html,12.60,0.0,3 x 30.00,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
Jugos y bebidas,Refrescos,Refresco Pepsi Light 1.5 L,7501022008584_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-pepsi-light-1.5-l/11155903.html,30.00,0.0,4 x 3,,Gratis con 300 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Coca Cola Original 12 Pack Botella 235 ml,7501055355587_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-coca-cola-original-12-pack-botella-235-ml/11174225.html,188.00,0.0,,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
Jugos y bebidas,Refrescos,Refresco Sprite 600 ml,7501055305629_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-sprite-600-ml/621317.html,21.00,0.0,,,Gratis con 160 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Manzanita Sol Sin calorías Botella 3 L,7501022015445_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-manzanita-sol-sin-calorias-botella-3-l/11791981.html,49.00,0.0,4 x 3,,Gratis con 300 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Agua Mineral Topo Chico 4 Pack Botella 355 ml,0021136020373_A,https://www.soriana.com/jugos-y-bebidas/,/agua-mineral-topo-chico-4-pack-botella-355-ml/11496979.html,91.50,0.0,,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
Jugos y bebidas,Refrescos,Refresco Sidral Mundet Manzana 600 ml,7501055339983_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-sidral-mundet-manzana-600-ml/2326004.html,21.00,0.0,,,Gratis con 160 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Mirinda Naranja Botella 600 ml,7501022014912_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-mirinda-naranja-botella-600-ml/11726501.html,18.00,0.0,4 x 3,,Gratis con 160 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Agua Mineral Peñafiel Natural 6 Pack Botella 296 ml,7501073841642_A,https://www.soriana.com/jugos-y-bebidas/,/agua-mineral-penafiel-natural-6-pack-botella-296-ml/11188881.html,87.00,0.0,3 x 2,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
Jugos y bebidas,Refrescos,Refresco Jarritos Tuti Fruti 2 Lt,0744886405053_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-jarritos-tuti-fruti-2-lt/1238832.html,24.90,0.0,,,Gratis con 300 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Jarritos Mandarina 2 L,0744886375059_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-jarritos-mandarina-2-l/1067086.html,24.90,0.0,,,Gratis con 300 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
Jugos y bebidas,Refrescos,Refresco Coca Cola Original Bipack 1.75 lts,7501055372133_A,https://www.soriana.com/jugos-y-bebidas/,/refresco-coca-cola-original-bipack-1.75-lts/11520740.html,43.00,0.0,,,Puntos 'dobles' al pagar con 'FALABELLA',,2026-07-01
Jugos y bebidas,Refrescos,Agua Mineral Peñafiel Adas Naranjada 2 Litros,7501073839861_A,https://www.soriana.com/jugos-y-bebidas/,/agua-mineral-penafiel-adas-naranjada-2-litros/2523936.html,37.90,0.0,,,Gratis con 300 Puntos,Puntos 'dobles' al pagar con 'FALABELLA',2026-07-01
